production_country_id,movie_id
0,10184
9,10184
0,4257
0,4234
0,196
0,257091
0,6114
0,24803
0,109410
0,1213
0,100042
0,9036
0,257211
0,323675
0,9361
0,1677
0,187
0,7461
0,16538
0,9889
0,820
0,11565
33,6073
0,6073
0,16996
0,193610
0,19912
18,296098
0,296098
9,296098
0,8007
0,32823
0,4380
0,11551
0,10336
0,11362
0,50348
16,48138
9,48138
1,48138
0,1124
0,227159
11,68179
0,68179
0,1579
1,708
0,708
0,34851
0,9930
0,1586
0,2044
9,9913
0,9913
0,71864
1,10761
0,10761
0,209451
0,11975
0,4970
0,11831
0,9096
0,440
0,11011
0,10641
0,11172
0,39513
1,39513
0,82687
0,41446
0,8224
0,10537
0,225886
9,10385
0,10385
0,55779
1,10154
0,10154
0,10647
9,11431
0,11431
0,8457
0,188161
0,8850
0,64685
0,38357
0,10060
11,11398
0,11398
0,1833
0,10391
0,8970
0,9306
1,11370
0,11370
9,11370
47,11370
1,12184
0,12184
0,1921
0,1683
0,203
11,11858
0,11858
16,62835
0,18937
0,13536
0,15556
15,10718
0,10718
0,11062
16,10802
0,10802
16,1887
0,1887
13,1887
0,6071
0,10461
0,80278
20,80278
0,12704
0,10315
11,16643
0,16643
16,2687
0,2687
16,194
9,194
0,11025
1,8849
0,8849
1,78698
0,78698
0,30943
9,9544
47,9544
1,9544
0,9544
0,24418
9,7288
0,7288
0,14655
1,24575
0,10366
9,19898
1,19898
0,4965
0,15074
16,56715
0,56715
1,1272
0,1272
0,72358
0,20542
16,266396
20,266396
1,266396
0,266396
9,9978
1,9978
0,9978
0,8271
0,10428
48,5353
0,5353
9,11934
1,11934
0,11934
10,14392
22,14392
16,19495
49,19495
44,110415
16,110415
5,110415
0,110415
16,77459
0,26486
0,9495
18,256040
0,24420
0,1257
0,62214
0,16320
9,8842
0,8842
1,9531
0,9531
0,64807
10,12289
0,11529
0,20943
0,9099
0,9488
0,193
10,44865
22,44865
0,55787
10,257932
16,257932
0,257932
0,10400
0,1957
0,10833
0,256961
0,5852
0,12312
16,622
50,622
20,622
0,11306
0,12508
0,25793
0,10534
0,1091
0,87421
0,10871
0,13503
0,13600
0,68722
47,14324
12,14324
16,14324
1,14324
9,14325
0,14325
0,299687
0,312221
0,23168
0,76494
0,4944
1,4944
16,4944
0,10488
9,96721
1,96721
0,334
0,23742
0,259694
0,62837
0,8966
0,8470
9,11001
0,11001
0,138832
31,16911
0,2163
9,36670
1,36670
0,36670
0,23048
0,227735
0,2155
9,8409
0,8409
0,222936
0,31908
0,10219
0,48171
26,48171
12,48171
0,782
0,75531
0,11802
0,9776
9,18785
0,18785
22,365222
0,817
1,268
0,268
0,943
0,22881
0,10054
0,51540
0,44264
0,350
0,152
0,109431
0,1598
0,8065
0,271718
0,11638
1,409
0,409
0,2118
0,11459
0,10806
0,9348
0,377
9,8843
0,8843
1,9313
0,9313
0,39486
0,1273
0,13920
0,50544
0,325133
15,140823
1,140823
0,140823
0,1883
0,89492
0,22949
0,12437
15,2959
0,2959
0,9957
0,11648
0,9366
16,1576
9,1576
1,1576
0,1576
0,609
0,5516
0,13051
11,13051
0,49530
0,34806
0,49022
0,11469
0,23479
13,11667
0,11667
16,423
9,423
6,423
1,423
0,2447
0,10066
0,2288
0,88794
32,13515
0,13515
15,11979
0,11979
0,169
0,8090
0,11622
0,3604
0,9541
0,94348
0,8197
0,336004
0,35019
1,35019
16,35019
0,10410
11,8836
0,8836
24,14442
1,14442
15,321741
0,321741
1,321741
0,59965
1,14175
9,11004
13,11004
1,11004
0,11004
0,11918
0,98357
9,10012
0,10012
0,49526
0,268920
1,9093
0,9093
0,119283
16,11823
1,11823
21,35169
0,35169
27,118957
15,118957
20,849
1,849
12,849
0,849
0,4515
0,18886
0,6575
0,6440
0,13496
1,18320
0,18320
11,22787
16,22787
0,22787
0,8967
51,37498
22,37498
0,37498
0,144336
9,9616
0,9616
11,13056
9,13056
0,13056
0,14113
0,285783
10,49478
0,49478
0,9726
0,20763
0,9702
9,9311
40,9311
29,9311
35,9280
16,9280
52,26843
0,26843
16,11876
0,22267
33,45958
20,45958
0,1969
16,1969
33,1969
0,310706
0,198663
0,239573
0,10436
0,1381
0,2162
0,127493
13,12429
0,228205
0,2900
0,21311
0,77875
1,192136
30,192136
0,18254
0,881
11,10877
0,10877
9,9600
0,9600
17,202575
0,202575
0,71469
31,71469
0,85446
0,326
0,10685
9,7220
0,7220
1,9763
0,9763
0,72387
9,12596
0,12596
0,1892
9,13460
1,13460
0,13460
30,13460
9,8055
0,8055
0,50647
0,10719
9,10719
0,9294
11,11888
0,11888
0,9647
0,9353
0,55721
0,109414
0,10307
0,11978
0,22907
0,87567
0,38322
11,45612
0,45612
0,7305
9,3594
0,3594
11,157841
16,157841
0,11519
0,59
11,59
9,59
16,9335
0,9335
13,12106
0,12106
9,11141
24,11141
1,11141
0,8649
11,31867
0,31867
44,10253
0,3587
0,124459
0,24662
0,32274
0,182
9,5494
1,5494
0,5494
47,5494
0,28
0,38073
0,2054
1,302156
0,302156
0,606
0,87502
16,698
1,698
0,698
1,120467
0,120467
9,120467
15,11313
0,11313
0,6488
0,10559
0,296099
0,8012
0,1574
0,9032
0,2770
0,862
0,1637
0,72570
0,27569
0,10637
0,1669
0,132363
9,9472
0,9472
0,2907
0,9273
0,9880
0,2925
0,807
0,17654
8,17654
11,17654
30,17654
0,11836
0,322
0,70
15,9535
0,9535
0,11036
0,6557
0,18126
9,16340
0,16340
0,10333
0,4476
0,22947
0,2755
11,82654
10,59967
0,59967
0,16300
15,9598
0,9598
0,82696
0,9870
0,8292
0,8780
0,9715
0,10521
0,10762
0,10096
20,59436
0,59436
11,227783
44,227783
0,4133
0,10207
0,172
0,21972
0,36593
16,707
39,707
1,707
0,707
1,533
0,533
0,6023
0,6439
30,6439
1,4347
16,4347
0,4347
0,37056
0,4105
0,76489
0,3933
0,9918
0,273481
0,307081
0,16871
0,293863
0,13156
0,41233
9,9266
0,9266
0,1262
8,4513
0,4513
0,22970
0,7278
0,9013
0,865
0,10776
9,50456
1,50456
0,50456
0,9823
0,59861
0,133805
0,12763
0,9766
0,14034
0,12244
0,109421
5,11137
0,11137
0,51162
0,10152
0,9452
0,239566
0,53113
0,9271
0,4474
0,184346
0,48340
15,48340
0,14846
0,72207
0,16232
0,43539
16,43539
0,9920
0,8978
16,8978
0,11702
0,18550
15,8869
0,8869
0,43347
0,3489
0,9701
0,2122
11,37707
16,37707
0,37707
0,10658
0,13150
9,13150
9,9042
0,9042
0,17813
0,11208
1,58151
0,58151
0,11400
47,10350
0,10350
0,28902
0,14164
0,76640
11,11058
0,11058
1,14844
0,14844
0,57089
0,1947
9,1947
11,8054
16,8054
1,8054
11,46829
12,46829
0,146238
11,9989
0,9989
0,9665
0,311
12,311
0,102362
1,11162
12,11162
47,11162
0,11162
11,6016
16,6016
24,6016
1,6016
0,17186
1,13967
0,13967
10,2008
13,2008
44,2008
9,9053
1,9053
0,9053
11,4512
1,4512
0,4512
10,76349
22,76349
17,31203
16,31203
0,265208
0,45610
9,50135
17,1874
30,1874
16,271331
17,215211
16,215211
12,215211
35,215211
0,215211
31,367961
1,10955
0,10955
12,10955
11,223702
0,223702
0,254470
9,69
0,69
0,4967
1,9449
0,9449
0,11499
0,4912
9,12771
0,12771
0,323676
1,12506
0,24071
32,11249
0,11249
9,9667
0,9667
0,812
0,277216
0,87
0,14444
11,2043
9,2043
0,2043
1,315664
0,315664
0,1428
0,562
0,15373
0,318846
0,26320
0,14292
0,924
0,2018
13,192577
0,9428
0,2832
0,137093
1,699
0,699
0,9778
13,8831
0,8831
9,9398
0,9398
0,112949
0,10439
15,3638
0,3638
1,23483
0,23483
0,62206
9,62206
11,62206
0,10577
0,218778
16,4348
1,4348
0,4348
0,78
22,78
1,78
1,11780
0,11780
16,192102
0,192102
0,2001
0,10383
35,11516
9,11516
20,11516
16,11516
12,11516
0,10025
11,15198
0,15198
0,23172
0,17834
0,10016
0,10317
0,58431
0,9746
1,13092
0,59859
1,59859
20,13495
11,254473
16,254473
1,700
0,700
0,4964
0,10024
0,13490
1,15927
0,15927
1,1259
0,5125
0,174
0,9583
0,9437
0,525
0,10188
0,63574
1,245
0,245
0,9825
9,186
0,186
0,9549
1,61891
9,61891
9,34584
0,34584
15,2666
0,2666
1,12783
1,13155
0,13155
0,42807
11,28355
0,28355
9,8080
1,8080
0,8080
0,5126
0,56288
0,303858
11,1613
1,1613
0,31582
38,16617
19,16617
1,16617
0,16617
0,8944
16,41488
1,41488
11,41488
1,37028
0,14560
0,10330
0,6957
0,1934
0,169917
0,951
0,10189
0,9454
0,2055
0,1551
1,5902
0,5902
0,11460
0,9358
16,134
1,134
0,134
0,22894
0,134374
0,1901
0,15028
0,11509
0,7445
0,17047
0,62838
16,2057
0,2057
26,70436
53,70436
20,70436
0,70436
9,16784
0,16784
11,8011
16,8011
1,8011
1,31640
0,31640
0,9092
9,2779
0,2779
0,316002
0,36355
0,238615
10,1985
9,1985
1,1985
0,1985
0,615
0,788
0,380
0,13223
9,13223
0,10523
16,8681
1,8681
0,8681
0,239571
0,619
0,424
18,50014
21,50014
0,50014
17,162903
0,162903
0,11024
5,208763
31,208763
54,208763
11,6466
12,6466
0,6466
12,254024
20,254024
1,254024
0,12589
0,7191
22,1497
0,1497
0,117
0,6977
0,168530
16,634
24,634
1,634
0,634
1,392
0,392
0,10327
0,88042
0,41630
0,11969
0,2085
1,794
0,794
11,9286
9,9286
0,9286
0,77877
0,1265
1,866
0,866
0,175555
11,75174
0,75174
0,11096
0,8699
0,769
11,10923
0,10923
16,11283
1,11283
0,11283
0,111
0,11676
16,746
10,746
1,746
12,746
0,77866
1,77866
16,77866
0,9416
0,7345
0,14317
0,20694
0,12277
0,9779
16,2140
0,2140
0,12620
0,14177
0,198185
0,227156
0,10735
0,11351
11,10030
0,10030
0,10623
0,590
0,9655
1,1268
16,1268
9,1268
0,11237
16,190955
0,190955
0,5123
0,4518
11,11932
0,11932
13,11165
0,11165
1,6116
0,57431
0,21724
0,278
15,9290
0,9290
0,11543
0,284536
0,152737
0,13374
11,13374
0,8976
9,319888
1,319888
0,319888
0,9469
0,1909
0,22971
0,34813
0,46261
15,46261
33,46261
0,10431
11,10431
0,8051
0,9352
9,10167
0,10167
13,17170
0,17170
5,18975
16,18975
9,18975
1,18975
0,18975
0,15487
0,22825
0,11152
9,11152
15,11152
0,1831
0,43931
0,10591
0,10861
0,12770
1,276907
0,276907
16,276907
0,10074
0,65055
24,10397
0,10397
0,200505
1,11954
0,60309
9,9787
0,9787
0,293646
55,293646
0,6978
16,133698
0,59440
24,1770
1,1770
0,10655
0,8988
15,15992
0,15992
0,17707
0,77883
11,77883
0,40001
0,64639
0,9903
0,21338
0,20766
0,19803
0,20309
8,9912
35,9912
13,9912
0,9912
0,9067
11,27360
0,27360
45,8338
11,8338
13,8338
0,168705
20,72113
16,72113
9,72113
6,72113
0,9729
0,94352
0,22256
0,12404
12,152742
0,11699
16,49953
17,49953
16,48034
0,39845
9,39845
16,25353
0,36696
31,36696
1,109091
0,109091
1,38543
0,38543
12,33157
31,33157
22,290864
10,290864
31,242166
0,242166
1,859
0,859
45,83770
16,83770
1,83770
0,83770
0,168
