,movie_id,gender_id
563,2114.0,53.0
564,1771.0,28.0
565,1771.0,12.0
566,1771.0,878.0
567,36643.0,12.0
568,36643.0,28.0
569,36643.0,53.0
570,8619.0,12.0
571,50620.0,12.0
572,50620.0,14.0
573,50620.0,18.0
574,50620.0,10749.0
575,65759.0,16.0
576,65759.0,35.0
577,65759.0,10751.0
578,1724.0,878.0
579,1724.0,28.0
580,1724.0,12.0
581,267935.0,12.0
582,267935.0,10751.0
583,267935.0,14.0
584,281957.0,37.0
585,281957.0,18.0
586,281957.0,12.0
587,281957.0,53.0
588,77950.0,16.0
589,77950.0,10751.0
590,44896.0,16.0
591,44896.0,35.0
592,44896.0,10751.0
593,44896.0,37.0
594,44896.0,12.0
595,270946.0,10751.0
596,270946.0,16.0
597,270946.0,12.0
598,270946.0,35.0
599,2503.0,28.0
600,2503.0,18.0
601,2503.0,9648.0
602,2503.0,53.0
603,9502.0,12.0
604,9502.0,16.0
605,9502.0,10751.0
606,9502.0,35.0
607,102899.0,878.0
608,102899.0,28.0
609,102899.0,12.0
610,101299.0,12.0
611,101299.0,28.0
612,101299.0,878.0
613,228161.0,14.0
614,228161.0,35.0
615,228161.0,16.0
616,228161.0,878.0
617,228161.0,10751.0
618,74.0,12.0
619,74.0,53.0
620,74.0,878.0
621,8961.0,12.0
622,8961.0,28.0
623,8961.0,35.0
624,8961.0,53.0
625,8961.0,80.0
626,417859.0,28.0
627,417859.0,12.0
628,417859.0,16.0
629,417859.0,10751.0
630,417859.0,14.0
631,27576.0,28.0
632,27576.0,9648.0
633,27576.0,53.0
634,86834.0,18.0
635,86834.0,12.0
636,17578.0,12.0
637,17578.0,16.0
638,17578.0,9648.0
639,673.0,12.0
640,673.0,14.0
641,673.0,10751.0
642,6972.0,18.0
643,82700.0,878.0
644,82700.0,28.0
645,82700.0,12.0
646,10567.0,16.0
647,10567.0,10751.0
648,181533.0,12.0
649,181533.0,35.0
650,181533.0,14.0
651,181533.0,10751.0
652,38055.0,16.0
653,38055.0,28.0
654,38055.0,35.0
655,38055.0,10751.0
656,38055.0,878.0
657,671.0,12.0
658,671.0,14.0
659,671.0,10751.0
660,49524.0,14.0
661,49524.0,28.0
662,49524.0,35.0
663,49524.0,80.0
664,22.0,12.0
665,22.0,14.0
666,22.0,28.0
667,131631.0,878.0
668,131631.0,12.0
669,131631.0,53.0
670,591.0,53.0
671,591.0,9648.0
672,172385.0,16.0
673,172385.0,12.0
674,172385.0,35.0
675,172385.0,10751.0
676,36658.0,12.0
677,36658.0,28.0
678,36658.0,878.0
679,36658.0,53.0
680,51497.0,28.0
681,51497.0,53.0
682,51497.0,80.0
683,58574.0,12.0
684,58574.0,28.0
685,58574.0,80.0
686,58574.0,9648.0
687,18823.0,12.0
688,18823.0,14.0
689,18823.0,28.0
690,861.0,28.0
691,861.0,12.0
692,861.0,878.0
693,1911.0,12.0
694,1911.0,14.0
695,1911.0,28.0
696,49040.0,28.0
697,49040.0,53.0
698,415.0,28.0
699,415.0,80.0
700,415.0,14.0
701,8871.0,10751.0
702,8871.0,35.0
703,8871.0,14.0
704,435.0,28.0
705,435.0,12.0
706,435.0,878.0
707,435.0,53.0
708,955.0,12.0
709,955.0,28.0
710,955.0,53.0
711,2133.0,18.0
712,1979.0,12.0
713,1979.0,14.0
714,1979.0,28.0
715,1979.0,53.0
716,87827.0,12.0
717,87827.0,18.0
718,87827.0,28.0
719,1250.0,53.0
720,1250.0,28.0
721,1250.0,14.0
722,1250.0,27.0
723,324668.0,28.0
724,324668.0,53.0
725,9471.0,28.0
726,9471.0,12.0
727,9471.0,35.0
728,70981.0,878.0
729,70981.0,12.0
730,70981.0,9648.0
731,10996.0,10751.0
732,10996.0,12.0
733,10996.0,16.0
734,10996.0,35.0
735,68724.0,878.0
736,68724.0,28.0
737,68724.0,18.0
738,68724.0,53.0
739,2789.0,28.0
740,2789.0,878.0
741,97020.0,28.0
742,97020.0,878.0
743,7459.0,28.0
744,7459.0,10751.0
745,7459.0,878.0
746,42888.0,35.0
747,42888.0,18.0
748,42888.0,10749.0
749,37834.0,28.0
750,37834.0,35.0
751,75612.0,28.0
752,75612.0,878.0
753,75612.0,12.0
754,75612.0,9648.0
755,1895.0,878.0
756,1895.0,12.0
757,1895.0,28.0
758,1894.0,12.0
759,1894.0,28.0
760,1894.0,878.0
761,585.0,16.0
762,585.0,35.0
763,585.0,10751.0
764,76170.0,28.0
765,76170.0,878.0
766,76170.0,12.0
767,76170.0,14.0
768,1893.0,12.0
769,1893.0,28.0
770,1893.0,878.0
771,49519.0,12.0
772,49519.0,16.0
773,49519.0,35.0
774,49519.0,10751.0
775,49519.0,14.0
776,2395.0,14.0
777,2395.0,12.0
778,2395.0,35.0
779,2395.0,10751.0
780,12100.0,18.0
781,12100.0,28.0
782,12100.0,36.0
783,12100.0,10752.0
784,290595.0,28.0
785,290595.0,12.0
786,290595.0,18.0
787,98566.0,878.0
788,98566.0,28.0
789,98566.0,12.0
790,98566.0,14.0
791,98566.0,35.0
792,49047.0,878.0
793,49047.0,53.0
794,49047.0,18.0
795,9619.0,28.0
796,9619.0,12.0
797,9619.0,53.0
798,308531.0,14.0
799,308531.0,28.0
800,308531.0,12.0
801,308531.0,35.0
802,166424.0,28.0
803,166424.0,12.0
804,166424.0,878.0
805,1593.0,28.0
806,1593.0,12.0
807,1593.0,35.0
808,1593.0,10751.0
809,1593.0,14.0
810,254128.0,28.0
811,254128.0,18.0
812,254128.0,53.0
813,714.0,12.0
814,714.0,28.0
815,714.0,53.0
816,2024.0,18.0
817,2024.0,36.0
818,2024.0,10752.0
819,2024.0,28.0
820,163.0,53.0
821,163.0,80.0
822,787.0,28.0
823,787.0,35.0
824,787.0,18.0
825,787.0,53.0
826,262500.0,12.0
827,262500.0,878.0
828,262500.0,53.0
829,2567.0,18.0
830,38745.0,35.0
831,40805.0,28.0
832,40805.0,80.0
833,40805.0,35.0
834,53182.0,28.0
835,53182.0,10752.0
836,41513.0,16.0
837,41513.0,10751.0
838,41513.0,12.0
839,41513.0,35.0
840,41513.0,14.0
841,13700.0,16.0
842,13700.0,10751.0
843,262504.0,12.0
844,262504.0,878.0
845,39254.0,28.0
846,39254.0,878.0
847,39254.0,18.0
848,77931.0,14.0
849,77931.0,10751.0
850,77931.0,35.0
851,77931.0,16.0
852,1639.0,28.0
853,1639.0,12.0
854,1639.0,53.0
855,80274.0,878.0
856,80274.0,28.0
857,80274.0,12.0
858,1571.0,28.0
859,1571.0,53.0
860,120.0,12.0
861,120.0,14.0
862,120.0,28.0
863,10204.0,28.0
864,10204.0,12.0
865,10204.0,35.0
866,8489.0,18.0
867,10588.0,35.0
868,10588.0,14.0
869,10588.0,10751.0
870,2048.0,28.0
871,2048.0,878.0
872,1495.0,18.0
873,1495.0,28.0
874,1495.0,12.0
875,1495.0,36.0
876,1495.0,10752.0
877,10137.0,16.0
878,10137.0,14.0
879,10137.0,10751.0
880,10137.0,35.0
881,10198.0,10749.0
882,10198.0,10751.0
883,10198.0,16.0
884,10198.0,10402.0
885,286217.0,18.0
886,286217.0,12.0
887,286217.0,878.0
888,1635.0,28.0
889,1635.0,53.0
890,1635.0,878.0
891,1635.0,12.0
892,24113.0,35.0
893,24113.0,10749.0
894,9679.0,28.0
895,9679.0,80.0
896,9679.0,53.0
897,98.0,28.0
898,98.0,18.0
899,98.0,12.0
900,180.0,28.0
901,180.0,53.0
902,180.0,878.0
903,180.0,9648.0
904,672.0,12.0
905,672.0,14.0
906,672.0,10751.0
907,36557.0,12.0
908,36557.0,28.0
909,36557.0,53.0
910,869.0,53.0
911,869.0,878.0
912,869.0,28.0
913,869.0,12.0
914,280.0,28.0
915,280.0,53.0
916,280.0,878.0
917,11322.0,36.0
918,11322.0,80.0
919,11322.0,18.0
920,4982.0,18.0
921,4982.0,80.0
922,36955.0,28.0
923,36955.0,53.0
924,18487.0,53.0
925,18487.0,18.0
926,18487.0,80.0
927,39451.0,35.0
928,39451.0,10749.0
929,27581.0,28.0
930,27581.0,35.0
931,27581.0,80.0
932,9268.0,28.0
933,9268.0,18.0
934,9268.0,9648.0
935,9268.0,53.0
936,68718.0,18.0
937,68718.0,37.0
938,10545.0,18.0
939,10545.0,16.0
940,10545.0,10751.0
941,11688.0,12.0
942,11688.0,16.0
943,11688.0,35.0
944,11688.0,10751.0
945,11688.0,14.0
946,76163.0,28.0
947,76163.0,12.0
948,76163.0,53.0
949,2059.0,12.0
950,2059.0,28.0
951,2059.0,53.0
952,2059.0,9648.0
953,2486.0,14.0
954,2486.0,28.0
955,2486.0,12.0
956,2486.0,10751.0
957,16523.0,10751.0
958,16523.0,14.0
959,116711.0,16.0
960,116711.0,12.0
961,116711.0,10751.0
962,116711.0,14.0
963,37710.0,28.0
964,37710.0,53.0
965,37710.0,10749.0
966,9946.0,28.0
967,9946.0,14.0
968,9946.0,27.0
969,9946.0,9648.0
970,1372.0,18.0
971,1372.0,53.0
972,1372.0,28.0
973,106646.0,80.0
974,106646.0,18.0
975,106646.0,35.0
976,414.0,28.0
977,414.0,80.0
978,414.0,14.0
979,563.0,12.0
980,563.0,28.0
981,563.0,53.0
982,563.0,878.0
983,83542.0,18.0
984,83542.0,878.0
985,41216.0,16.0
986,41216.0,12.0
987,41216.0,10751.0
988,41216.0,14.0
989,314.0,28.0
990,314.0,80.0
991,184315.0,28.0
992,184315.0,12.0
993,9016.0,12.0
994,9016.0,16.0
995,9016.0,10751.0
996,9016.0,14.0
997,9016.0,878.0
998,18162.0,12.0
999,18162.0,35.0
1000,18162.0,878.0
1001,138103.0,28.0
1002,138103.0,12.0
1003,138103.0,53.0
1004,257088.0,28.0
1005,257088.0,80.0
1006,257088.0,53.0
1007,10214.0,14.0
1008,10214.0,35.0
1009,10214.0,10751.0
1010,10214.0,12.0
1011,205775.0,53.0
1012,205775.0,18.0
1013,205775.0,12.0
1014,205775.0,28.0
1015,205775.0,36.0
1016,11692.0,28.0
1017,11692.0,35.0
1018,11692.0,878.0
1019,22972.0,10752.0
1020,22972.0,28.0
1021,22972.0,12.0
1022,22972.0,18.0
1023,22972.0,53.0
1024,227973.0,16.0
1025,29193.0,80.0
1026,29193.0,18.0
1027,29193.0,9648.0
1028,29193.0,53.0
1029,1734.0,12.0
1030,1734.0,28.0
1031,1734.0,14.0
1032,3131.0,18.0
1033,3131.0,36.0
1034,3131.0,80.0
1035,76758.0,18.0
1036,76758.0,36.0
1037,76758.0,10752.0
1038,9408.0,16.0
1039,9408.0,35.0
1040,9408.0,10751.0
1041,9890.0,28.0
1042,9890.0,35.0
1043,9890.0,878.0
1044,855.0,28.0
1045,855.0,36.0
1046,855.0,10752.0
1047,77953.0,35.0
1048,18.0,12.0
1049,18.0,14.0
1050,18.0,28.0
1051,18.0,53.0
1052,18.0,878.0
1053,37786.0,35.0
1054,37786.0,18.0
1055,37786.0,10749.0
1056,10501.0,12.0
1057,10501.0,16.0
1058,10501.0,35.0
1059,10501.0,10751.0
1060,57800.0,16.0
1061,57800.0,35.0
1062,57800.0,12.0
1063,57800.0,10751.0
1064,150689.0,10749.0
1065,150689.0,14.0
1066,150689.0,10751.0
1067,150689.0,18.0
1068,7980.0,14.0
1069,7980.0,18.0
1070,12.0,16.0
1071,12.0,10751.0
1072,122.0,12.0
1073,122.0,14.0
1074,122.0,28.0
1075,121.0,12.0
1076,121.0,14.0
1077,121.0,28.0
1078,68737.0,12.0
1079,68737.0,14.0
1080,1995.0,12.0
1081,1995.0,14.0
1082,1995.0,28.0
1083,1995.0,53.0
1084,157353.0,53.0
1085,157353.0,878.0
1086,157353.0,18.0
1087,157353.0,9648.0
1088,331.0,12.0
1089,331.0,28.0
1090,331.0,53.0
1091,331.0,878.0
1092,61791.0,53.0
1093,61791.0,28.0
1094,61791.0,18.0
1095,61791.0,878.0
1096,8204.0,12.0
1097,8204.0,10751.0
1098,8204.0,14.0
1099,47964.0,28.0
1100,47964.0,53.0
1101,10733.0,37.0
1102,10733.0,36.0
1103,10733.0,10752.0
1104,9806.0,28.0
1105,9806.0,12.0
1106,9806.0,16.0
1107,9806.0,10751.0
1108,1408.0,28.0
1109,1408.0,12.0
1110,32657.0,12.0
1111,32657.0,14.0
1112,32657.0,10751.0
1113,607.0,28.0
1114,607.0,12.0
1115,607.0,35.0
1116,607.0,878.0
1117,863.0,16.0
1118,863.0,35.0
1119,863.0,10751.0
1120,44048.0,28.0
1121,44048.0,53.0
1122,5175.0,28.0
1123,5175.0,35.0
1124,5175.0,80.0
1125,5175.0,53.0
1126,2655.0,18.0
1127,2655.0,27.0
1128,2655.0,9648.0
1129,2655.0,53.0
1130,22794.0,16.0
1131,22794.0,35.0
1132,22794.0,10751.0
1133,8355.0,16.0
1134,8355.0,35.0
1135,8355.0,10751.0
1136,8355.0,12.0
1137,116745.0,12.0
1138,116745.0,35.0
1139,116745.0,18.0
1140,116745.0,14.0
1141,4327.0,28.0
1142,4327.0,12.0
1143,4327.0,35.0
1144,4327.0,80.0
1145,4327.0,53.0
1146,1422.0,18.0
1147,1422.0,53.0
1148,1422.0,80.0
1149,10674.0,16.0
1150,10674.0,10751.0
1151,10674.0,12.0
1152,7446.0,28.0
1153,7446.0,35.0
1154,65754.0,53.0
1155,65754.0,80.0
1156,65754.0,9648.0
1157,65754.0,18.0
1158,1572.0,28.0
1159,1572.0,53.0
1160,10528.0,28.0
1161,10528.0,12.0
1162,10528.0,80.0
1163,10528.0,9648.0
1164,271969.0,18.0
1165,10865.0,16.0
1166,10865.0,10751.0
1167,10865.0,12.0
1168,10865.0,878.0
1169,258509.0,12.0
1170,258509.0,16.0
1171,258509.0,35.0
1172,258509.0,10751.0
1173,2253.0,18.0
1174,2253.0,53.0
1175,2253.0,36.0
1176,2253.0,10752.0
1177,10661.0,35.0
1178,10661.0,28.0
1179,257344.0,28.0
1180,257344.0,35.0
1181,257344.0,878.0
1182,644.0,18.0
1183,644.0,878.0
1184,644.0,12.0
1185,10756.0,53.0
1186,10756.0,14.0
1187,10756.0,35.0
1188,10756.0,10751.0
1189,10756.0,9648.0
1190,686.0,18.0
1191,686.0,878.0
1192,686.0,9648.0
1193,9383.0,28.0
1194,9383.0,878.0
1195,9383.0,53.0
1196,179.0,80.0
1197,179.0,53.0
1198,76285.0,12.0
1199,76285.0,10751.0
1200,76285.0,14.0
1201,1996.0,28.0
1202,1996.0,12.0
1203,1996.0,14.0
1204,1996.0,53.0
1205,291805.0,28.0
1206,291805.0,12.0
1207,291805.0,35.0
1208,291805.0,80.0
1209,291805.0,9648.0
1210,291805.0,53.0
1211,10003.0,53.0
1212,10003.0,28.0
1213,10003.0,10749.0
1214,10003.0,878.0
1215,10003.0,12.0
1216,1535.0,28.0
1217,1535.0,80.0
1218,1535.0,53.0
1219,2067.0,878.0
1220,46195.0,16.0
1221,46195.0,12.0
1222,46195.0,35.0
1223,46195.0,10751.0
1224,2277.0,35.0
1225,2277.0,878.0
1226,10357.0,878.0
1227,10357.0,28.0
1228,10357.0,18.0
1229,10357.0,53.0
1230,4477.0,80.0
1231,4477.0,53.0
1232,4477.0,18.0
1233,8665.0,18.0
1234,8665.0,36.0
1235,8665.0,53.0
1236,9387.0,12.0
1237,9387.0,14.0
1238,9387.0,28.0
1239,921.0,10749.0
1240,921.0,18.0
1241,921.0,36.0
1242,49852.0,14.0
1243,49852.0,28.0
1244,49852.0,10751.0
1245,4464.0,18.0
1246,4464.0,36.0
1247,664.0,28.0
1248,664.0,12.0
1249,664.0,18.0
